,Mesorregiao,Regiao,Municipio,Produtor,Cultivar,LatitudeDecimal,LongitudeDecimal,Primeiro_Esporo,Estadio Fenologico,Situacao,Dias_apos_O0,Data,geometry,fake,carrap
,,,,,,-25.712576456826035,-54.51381532775804,,,Encerrado sem esporos,,,,False
,,,,,,-25.52993181152169,-54.51381532775804,,,Encerrado sem esporos,,,,False
,,,,,,-25.347287166217335,-54.51381532775804,,,Encerrado sem esporos,,,,False
,,,,,,-25.16464252091299,-54.51381532775804,,,Encerrado sem esporos,,,,False
,,,,,,-24.98199787560864,-54.51381532775804,,,Encerrado sem esporos,,,,False
,,,,,,-25.529931811521685,-54.301019331274155,,,Encerrado sem esporos,,,,False
,,,,,,-25.347287166217335,-54.30101933127416,,,Encerrado sem esporos,,,,False
,,,,,,-25.164642520912995,-54.30101933127416,22/12/06,,Com esporos,,,,False,
,,,,,,-24.98199787560864,-54.301019331274155,,,Encerrado sem esporos,,,,False
,,,,,,-24.799353230304295,-54.30101933127416,22/11/16,,Com esporos,,,,False,
,,,,,,-24.616708584999948,-54.301019331274155,22/11/01,,Com esporos,,,,False,
,,,,,,-24.434063939695594,-54.30101933127416,,,Encerrado sem esporos,,,,False
,,,,,,-24.251419294391244,-54.301019331274155,,,Encerrado sem esporos,,,,False
,,,,,,-24.068774649086897,-54.30101933127416,22/11/28,,Com esporos,,,,False,
,,,,,,-25.52993181152169,-54.088223334790285,,,Encerrado sem esporos,,,,False
,,,,,,-25.347287166217335,-54.088223334790285,22/11/28,,Com esporos,,,,False,
,,,,,,-25.16464252091299,-54.088223334790285,,,Encerrado sem esporos,,,,False
,,,,,,-24.98199787560864,-54.088223334790285,,,Encerrado sem esporos,,,,False
,,,,,,-24.79935323030429,-54.088223334790285,22/12/01,,Com esporos,,,,False,
,,,,,,-24.616708584999945,-54.088223334790285,22/11/01,,Com esporos,,,,False,
,,,,,,-24.434063939695594,-54.088223334790285,,,Encerrado sem esporos,,,,False
,,,,,,-24.251419294391248,-54.088223334790285,22/11/22,,Com esporos,,,,False,
,,,,,,-24.0687746490869,-54.088223334790285,,,Encerrado sem esporos,,,,False
,,,,,,-23.88613000378255,-54.088223334790285,,,Encerrado sem esporos,,,,False
,,,,,,-23.703485358478208,-54.088223334790285,,,Encerrado sem esporos,,,,False
,,,,,,-25.89522110213038,-53.875427338306416,,,Encerrado sem esporos,,,,False
,,,,,,-25.712576456826035,-53.875427338306416,23/01/18,,Com esporos,,,,False,
,,,,,,-25.52993181152169,-53.87542733830642,,,Encerrado sem esporos,,,,False
,,,,,,-25.347287166217335,-53.875427338306416,,,Encerrado sem esporos,,,,False
,,,,,,-25.16464252091299,-53.875427338306416,22/11/28,,Com esporos,,,,False,
,,,,,,-24.98199787560864,-53.87542733830642,22/12/16,,Com esporos,,,,False,
,,,,,,-24.79935323030429,-53.875427338306416,,,Encerrado sem esporos,,,,False
,,,,,,-24.616708584999945,-53.87542733830642,22/11/16,,Com esporos,,,,False,
,,,,,,-24.434063939695594,-53.875427338306416,22/12/01,,Com esporos,,,,False,
,,,,,,-24.251419294391248,-53.87542733830642,22/11/29,,Com esporos,,,,False,
,,,,,,-24.0687746490869,-53.875427338306416,,,Encerrado sem esporos,,,,False
,,,,,,-23.88613000378255,-53.875427338306416,,,Encerrado sem esporos,,,,False
,,,,,,-23.703485358478208,-53.87542733830642,,,Encerrado sem esporos,,,,False
,,,,,,-23.520840713173857,-53.875427338306416,,,Encerrado sem esporos,,,,False
,,,,,,-23.33819606786951,-53.875427338306416,,,Encerrado sem esporos,,,,False
,,,,,,-26.260510392739075,-53.66263134182254,,,Encerrado sem esporos,,,,False
,,,,,,-26.07786574743473,-53.66263134182255,,,Encerrado sem esporos,,,,False
,,,,,,-25.89522110213038,-53.66263134182254,,,Encerrado sem esporos,,,,False
,,,,,,-25.712576456826035,-53.66263134182254,,,Encerrado sem esporos,,,,False
,,,,,,-25.52993181152169,-53.66263134182255,,,Encerrado sem esporos,,,,False
,,,,,,-25.347287166217335,-53.66263134182254,,,Encerrado sem esporos,,,,False
,,,,,,-25.16464252091299,-53.66263134182254,,,Encerrado sem esporos,,,,False
,,,,,,-24.98199787560864,-53.66263134182255,,,Encerrado sem esporos,,,,False
,,,,,,-24.79935323030429,-53.66263134182254,22/11/29,,Com esporos,,,,False,
,,,,,,-24.616708584999945,-53.66263134182255,,,Encerrado sem esporos,,,,False
,,,,,,-24.434063939695594,-53.66263134182254,,,Encerrado sem esporos,,,,False
,,,,,,-24.251419294391248,-53.66263134182255,,,Encerrado sem esporos,,,,False
,,,,,,-24.0687746490869,-53.66263134182254,,,Encerrado sem esporos,,,,False
,,,,,,-23.88613000378255,-53.66263134182254,,,Encerrado sem esporos,,,,False
,,,,,,-23.703485358478208,-53.66263134182255,,,Encerrado sem esporos,,,,False
,,,,,,-23.520840713173857,-53.66263134182254,,,Encerrado sem esporos,,,,False
,,,,,,-23.33819606786951,-53.66263134182254,,,Encerrado sem esporos,,,,False
,,,,,,-23.155551422565164,-53.66263134182255,,,Encerrado sem esporos,,,,False
,,,,,,-22.972906777260814,-53.66263134182254,,,Encerrado sem esporos,,,,False
,,,,,,-26.26051039273908,-53.44983534533868,23/01/17,,Com esporos,,,,False,
,,,,,,-26.07786574743473,-53.44983534533868,,,Encerrado sem esporos,,,,False
,,,,,,-25.895221102130375,-53.44983534533868,23/01/30,,Com esporos,,,,False,
,,,,,,-25.712576456826035,-53.44983534533868,23/01/05,,Com esporos,,,,False,
